year,month,energy_date,state_code,state_name,com_revenue_thousand_dollars,com_sales_mwh,com_customers,com_price_cents_per_kwh,median_household_income,poverty_rate,employment_rate,total_population,total_housing_units,price_poverty_interaction,sales_mwh_per_customer,sales_lag_1_month,sales_lag_12_month
2010,1,2010-01-01,AK,Alaska,33833,257174,47683,13.16,95665,10.2,57.3,740133,329757,134.232,5.3934106494977246,,
2010,2,2010-02-01,AK,Alaska,32561,243103,47582,13.39,95665,10.2,57.3,740133,329757,136.578,5.1091379092934303,257174,
2010,3,2010-03-01,AK,Alaska,32569,243570,47810,13.37,95665,10.2,57.3,740133,329757,136.374,5.0945408910269818,243103,
2010,4,2010-04-01,AK,Alaska,32328,229129,47697,14.11,95665,10.2,57.3,740133,329757,143.922,4.8038451055621947,243570,
2010,5,2010-05-01,AK,Alaska,31938,222740,47848,14.34,95665,10.2,57.3,740133,329757,146.268,4.6551580003343922,229129,
2010,6,2010-06-01,AK,Alaska,31600,218622,47880,14.45,95665,10.2,57.3,740133,329757,147.390,4.5660401002506266,222740,
2010,7,2010-07-01,AK,Alaska,31671,223285,47878,14.18,95665,10.2,57.3,740133,329757,144.636,4.6636242115376582,218622,
2010,8,2010-08-01,AK,Alaska,32658,233408,47932,13.99,95665,10.2,57.3,740133,329757,142.698,4.8695652173913043,223285,
2010,9,2010-09-01,AK,Alaska,31566,224613,48112,14.05,95665,10.2,57.3,740133,329757,143.310,4.6685442301296974,233408,
2010,10,2010-10-01,AK,Alaska,32625,231454,47958,14.1,95665,10.2,57.3,740133,329757,143.82,4.8261812419200133,224613,
2010,11,2010-11-01,AK,Alaska,34887,243036,47872,14.35,95665,10.2,57.3,740133,329757,146.370,5.0767881016042781,231454,
2010,12,2010-12-01,AK,Alaska,36396,259603,47874,14.02,95665,10.2,57.3,740133,329757,143.004,5.4226302377073150,243036,
2011,1,2011-01-01,AK,Alaska,38794,264777,48346,14.65,95665,10.2,57.3,740133,329757,149.430,5.4767095519794812,259603,257174
2011,2,2011-02-01,AK,Alaska,36828,249756,48225,14.75,95665,10.2,57.3,740133,329757,150.450,5.1789735614307932,264777,243103
2011,3,2011-03-01,AK,Alaska,36499,245405,48463,14.87,95665,10.2,57.3,740133,329757,151.674,5.0637599818418175,249756,243570
2011,4,2011-04-01,AK,Alaska,35502,231572,48357,15.33,95665,10.2,57.3,740133,329757,156.366,4.7887999669127531,245405,229129
2011,5,2011-05-01,AK,Alaska,34505,223089,48202,15.47,95665,10.2,57.3,740133,329757,157.794,4.6282104476992656,231572,222740
2011,6,2011-06-01,AK,Alaska,34239,218097,48840,15.7,95665,10.2,57.3,740133,329757,160.14,4.4655405405405405,223089,218622
2011,7,2011-07-01,AK,Alaska,35158,222841,48597,15.78,95665,10.2,57.3,740133,329757,160.956,4.5854888161820689,218097,223285
2011,8,2011-08-01,AK,Alaska,35948,233427,48583,15.4,95665,10.2,57.3,740133,329757,157.08,4.8047053496078875,222841,233408
2011,9,2011-09-01,AK,Alaska,34932,226101,48741,15.45,95665,10.2,57.3,740133,329757,157.590,4.6388256293469564,233427,224613
2011,10,2011-10-01,AK,Alaska,34262,231021,48477,14.83,95665,10.2,57.3,740133,329757,151.266,4.7655795531901727,226101,231454
2011,11,2011-11-01,AK,Alaska,36497,250538,48732,14.57,95665,10.2,57.3,740133,329757,148.614,5.1411392924567020,231021,243036
2011,12,2011-12-01,AK,Alaska,37774,257788,48451,14.65,95665,10.2,57.3,740133,329757,149.430,5.3205919382468886,250538,259603
2012,1,2012-01-01,AK,Alaska,40099,264507,48616,15.16,95665,10.2,57.3,740133,329757,154.632,5.4407396741813395,257788,264777
2012,2,2012-02-01,AK,Alaska,38462,259333,48736,14.83,95665,10.2,57.3,740133,329757,151.266,5.3211794156270519,264507,249756
2012,3,2012-03-01,AK,Alaska,37330,248979,48797,14.99,95665,10.2,57.3,740133,329757,152.898,5.1023423571121175,259333,245405
2012,4,2012-04-01,AK,Alaska,34603,235598,48632,14.69,95665,10.2,57.3,740133,329757,149.838,4.8445056752755387,248979,231572
2012,5,2012-05-01,AK,Alaska,34019,222973,48771,15.26,95665,10.2,57.3,740133,329757,155.652,4.5718357220479383,235598,223089
2012,6,2012-06-01,AK,Alaska,32957,217878,48833,15.13,95665,10.2,57.3,740133,329757,154.326,4.4616959842729302,222973,218097
2012,7,2012-07-01,AK,Alaska,34447,227589,48828,15.14,95665,10.2,57.3,740133,329757,154.428,4.6610346522487098,217878,222841
2012,8,2012-08-01,AK,Alaska,34682,232827,48942,14.9,95665,10.2,57.3,740133,329757,151.98,4.7572024028441829,227589,233427
2012,9,2012-09-01,AK,Alaska,31656,223867,48820,14.14,95665,10.2,57.3,740133,329757,144.228,4.5855591970503892,232827,226101
2012,10,2012-10-01,AK,Alaska,36066,232294,48979,15.53,95665,10.2,57.3,740133,329757,158.406,4.7427264746115682,223867,231021
2012,11,2012-11-01,AK,Alaska,36463,248018,48777,14.7,95665,10.2,57.3,740133,329757,149.94,5.0847325583779240,232294,250538
2012,12,2012-12-01,AK,Alaska,38368,261176,48748,14.69,95665,10.2,57.3,740133,329757,149.838,5.3576762123574300,248018,257788
2013,1,2013-01-01,AK,Alaska,37185,258286,49068,14.4,95665,10.2,57.3,740133,329757,146.88,5.2638379391864352,261176,264507
2013,2,2013-02-01,AK,Alaska,35645,241661,48914,14.75,95665,10.2,57.3,740133,329757,150.450,4.9405282741137507,258286,259333
2013,3,2013-03-01,AK,Alaska,35718,239293,49105,14.93,95665,10.2,57.3,740133,329757,152.286,4.8730882802158640,241661,248979
2013,4,2013-04-01,AK,Alaska,36857,233216,48912,15.8,95665,10.2,57.3,740133,329757,161.16,4.7680732744520772,239293,235598
2013,5,2013-05-01,AK,Alaska,35660,227044,49241,15.71,95665,10.2,57.3,740133,329757,160.242,4.6108730529436851,233216,222973
2013,6,2013-06-01,AK,Alaska,34411,219023,49149,15.71,95665,10.2,57.3,740133,329757,160.242,4.4563063338012981,227044,217878
2013,7,2013-07-01,AK,Alaska,35322,223671,49325,15.79,95665,10.2,57.3,740133,329757,161.058,4.5346376077040041,219023,227589
2013,8,2013-08-01,AK,Alaska,36167,234707,49229,15.41,95665,10.2,57.3,740133,329757,157.182,4.7676572751833269,223671,232827
2013,9,2013-09-01,AK,Alaska,34930,225666,49325,15.48,95665,10.2,57.3,740133,329757,157.896,4.5750836289913837,234707,223867
2013,10,2013-10-01,AK,Alaska,36282,227515,49408,15.95,95665,10.2,57.3,740133,329757,162.690,4.6048210816062176,225666,232294
2013,11,2013-11-01,AK,Alaska,38534,234904,49246,16.4,95665,10.2,57.3,740133,329757,167.28,4.7700117776063030,227515,248018
2013,12,2013-12-01,AK,Alaska,43297,259213,49206,16.7,95665,10.2,57.3,740133,329757,170.34,5.2679144819737430,234904,261176
2014,1,2014-01-01,AK,Alaska,40228,250066,50532,16.09,95665,10.2,57.3,740133,329757,164.118,4.9486661917200982,259213,258286
2014,2,2014-02-01,AK,Alaska,38461,238215,50437,16.15,95665,10.2,57.3,740133,329757,164.730,4.7230207982235264,250066,241661
2014,3,2014-03-01,AK,Alaska,38759,236622,50631,16.38,95665,10.2,57.3,740133,329757,167.076,4.6734609231498489,238215,239293
2014,4,2014-04-01,AK,Alaska,36074,222778,48332,16.19,95665,10.2,57.3,740133,329757,165.138,4.6093271538525201,236622,233216
2014,5,2014-05-01,AK,Alaska,38160,216606,51313,17.62,95665,10.2,57.3,740133,329757,179.724,4.2212694638785493,222778,227044
2014,6,2014-06-01,AK,Alaska,38287,213382,51243,17.94,95665,10.2,57.3,740133,329757,182.988,4.1641199773627617,216606,219023
2014,7,2014-07-01,AK,Alaska,39381,217662,51433,18.09,95665,10.2,57.3,740133,329757,184.518,4.2319522485563743,213382,223671
2014,8,2014-08-01,AK,Alaska,40193,226335,51515,17.76,95665,10.2,57.3,740133,329757,181.152,4.3935746869843735,217662,234707
2014,9,2014-09-01,AK,Alaska,39375,225089,51588,17.49,95665,10.2,57.3,740133,329757,178.398,4.3632046212297434,226335,225666
2014,10,2014-10-01,AK,Alaska,40395,229415,51743,17.61,95665,10.2,57.3,740133,329757,179.622,4.4337398295421603,225089,227515
2014,11,2014-11-01,AK,Alaska,42022,235840,51652,17.82,95665,10.2,57.3,740133,329757,181.764,4.5659412994656548,229415,234904
2014,12,2014-12-01,AK,Alaska,40743,249507,51689,16.33,95665,10.2,57.3,740133,329757,166.566,4.8270811971599373,235840,259213
2015,1,2015-01-01,AK,Alaska,42310,250600,50308,16.88,95665,10.2,57.3,740133,329757,172.176,4.9813150989902202,249507,250066
2015,2,2015-02-01,AK,Alaska,40944,241102,50297,16.98,95665,10.2,57.3,740133,329757,173.196,4.7935662166729626,250600,238215
2015,3,2015-03-01,AK,Alaska,40915,237443,50446,17.23,95665,10.2,57.3,740133,329757,175.746,4.7068746778733695,241102,236622
2015,4,2015-04-01,AK,Alaska,38485,225009,50588,17.1,95665,10.2,57.3,740133,329757,174.42,4.4478730133628529,237443,222778
2015,5,2015-05-01,AK,Alaska,38311,214357,50635,17.87,95665,10.2,57.3,740133,329757,182.274,4.2333761232349166,225009,216606
2015,6,2015-06-01,AK,Alaska,37607,213417,50661,17.62,95665,10.2,57.3,740133,329757,179.724,4.2126487830875822,214357,213382
2015,7,2015-07-01,AK,Alaska,40153,220009,50823,18.25,95665,10.2,57.3,740133,329757,186.150,4.3289258800149539,213417,217662
2015,8,2015-08-01,AK,Alaska,41183,230574,50753,17.86,95665,10.2,57.3,740133,329757,182.172,4.5430614939018383,220009,226335
2015,9,2015-09-01,AK,Alaska,39722,222609,50894,17.84,95665,10.2,57.3,740133,329757,181.968,4.3739733563877864,230574,225089
2015,10,2015-10-01,AK,Alaska,39384,223687,50912,17.61,95665,10.2,57.3,740133,329757,179.622,4.3936007228158391,222609,229415
2015,11,2015-11-01,AK,Alaska,40914,235319,50625,17.39,95665,10.2,57.3,740133,329757,177.378,4.6482765432098765,223687,235840
2015,12,2015-12-01,AK,Alaska,41911,249364,50732,16.81,95665,10.2,57.3,740133,329757,171.462,4.9153197193093117,235319,249507
2016,1,2016-01-01,AK,Alaska,41114,241854,50706,17,95665,10.2,57.3,740133,329757,173.4,4.7697313927345876,249364,250600
2016,2,2016-02-01,AK,Alaska,40427,237596,50655,17.01,95665,10.2,57.3,740133,329757,173.502,4.6904747803770605,241854,241102
2016,3,2016-03-01,AK,Alaska,40390,236906,53050,17.05,95665,10.2,57.3,740133,329757,173.910,4.4657115928369463,237596,237443
2016,4,2016-04-01,AK,Alaska,38859,219582,52976,17.7,95665,10.2,57.3,740133,329757,180.54,4.1449335548172757,236906,225009
2016,5,2016-05-01,AK,Alaska,37952,213680,53132,17.76,95665,10.2,57.3,740133,329757,181.152,4.0216818489798991,219582,214357
2016,6,2016-06-01,AK,Alaska,38271,213468,53123,17.93,95665,10.2,57.3,740133,329757,182.886,4.0183724563748282,213680,213417
2016,7,2016-07-01,AK,Alaska,39165,218857,53175,17.9,95665,10.2,57.3,740133,329757,182.58,4.1157874941231782,213468,220009
2016,8,2016-08-01,AK,Alaska,40325,224033,53252,18,95665,10.2,57.3,740133,329757,183.6,4.2070344775783069,218857,230574
2016,9,2016-09-01,AK,Alaska,38836,220650,53470,17.6,95665,10.2,57.3,740133,329757,179.52,4.1266130540489994,224033,222609
2016,10,2016-10-01,AK,Alaska,38944,220261,53379,17.68,95665,10.2,57.3,740133,329757,180.336,4.1263605537758294,220650,223687
2016,11,2016-11-01,AK,Alaska,41516,234739,53364,17.69,95665,10.2,57.3,740133,329757,180.438,4.3988269245184019,220261,235319
2016,12,2016-12-01,AK,Alaska,43749,249873,53381,17.51,95665,10.2,57.3,740133,329757,178.602,4.6809351641969989,234739,249364
2017,1,2017-01-01,AK,Alaska,45046,253132,53185,17.8,95665,10.2,57.3,740133,329757,181.56,4.7594622543950362,249873,241854
2017,2,2017-02-01,AK,Alaska,43634,239140,53120,18.25,95665,10.2,57.3,740133,329757,186.150,4.5018825301204819,253132,237596
2017,3,2017-03-01,AK,Alaska,45921,237334,53249,19.35,95665,10.2,57.3,740133,329757,197.370,4.4570602264831264,239140,236906
2017,4,2017-04-01,AK,Alaska,44435,224044,53170,19.83,95665,10.2,57.3,740133,329757,202.266,4.2137295467368817,237334,219582
2017,5,2017-05-01,AK,Alaska,42293,210423,53435,20.1,95665,10.2,57.3,740133,329757,205.02,3.9379245812669599,224044,213680
2017,6,2017-06-01,AK,Alaska,41413,206001,53564,20.1,95665,10.2,57.3,740133,329757,205.02,3.8458852960943918,210423,213468
2017,7,2017-07-01,AK,Alaska,40288,213540,53666,18.87,95665,10.2,57.3,740133,329757,192.474,3.9790556404427384,206001,218857
2017,8,2017-08-01,AK,Alaska,40617,219612,53787,18.49,95665,10.2,57.3,740133,329757,188.598,4.0829940320151710,213540,224033
2017,9,2017-09-01,AK,Alaska,39346,213032,53605,18.47,95665,10.2,57.3,740133,329757,188.394,3.9741068930137114,219612,220650
2017,10,2017-10-01,AK,Alaska,40283,216563,53718,18.6,95665,10.2,57.3,740133,329757,189.72,4.0314792062251015,213032,220261
2017,11,2017-11-01,AK,Alaska,42792,230155,53592,18.59,95665,10.2,57.3,740133,329757,189.618,4.2945775488878937,216563,234739
2017,12,2017-12-01,AK,Alaska,44863,241913,53570,18.54,95665,10.2,57.3,740133,329757,189.108,4.5158297554601456,230155,249873
2018,1,2018-01-01,AK,Alaska,44987,244406,53548,18.41,95665,10.2,57.3,740133,329757,187.782,4.5642414282512886,241913,253132
2018,2,2018-02-01,AK,Alaska,42781,234883,53520,18.21,95665,10.2,57.3,740133,329757,185.742,4.3886958146487294,244406,239140
2018,3,2018-03-01,AK,Alaska,42496,231845,53661,18.33,95665,10.2,57.3,740133,329757,186.966,4.3205493747787033,234883,237334
2018,4,2018-04-01,AK,Alaska,39352,218838,53696,17.98,95665,10.2,57.3,740133,329757,183.396,4.0754991060786651,231845,224044
2018,5,2018-05-01,AK,Alaska,38716,211070,54000,18.34,95665,10.2,57.3,740133,329757,187.068,3.9087037037037037,218838,210423
2018,6,2018-06-01,AK,Alaska,36872,205307,54048,17.96,95665,10.2,57.3,740133,329757,183.192,3.7986049437537004,211070,206001
2018,7,2018-07-01,AK,Alaska,40172,215101,54065,18.68,95665,10.2,57.3,740133,329757,190.536,3.9785628410246925,205307,213540
2018,8,2018-08-01,AK,Alaska,40004,216236,54183,18.5,95665,10.2,57.3,740133,329757,188.70,3.9908458372552277,215101,219612
2018,9,2018-09-01,AK,Alaska,39125,209121,54235,18.71,95665,10.2,57.3,740133,329757,190.842,3.8558311053747580,216236,213032
2018,10,2018-10-01,AK,Alaska,40854,211318,54207,19.33,95665,10.2,57.3,740133,329757,197.166,3.8983526112863652,209121,216563
2018,11,2018-11-01,AK,Alaska,41998,221153,54135,18.99,95665,10.2,57.3,740133,329757,193.698,4.0852128936916967,211318,230155
2018,12,2018-12-01,AK,Alaska,44252,226779,54155,19.51,95665,10.2,57.3,740133,329757,199.002,4.1875911734835195,221153,241913
2019,1,2019-01-01,AK,Alaska,47079,247360,54591,19.03,95665,10.2,57.3,740133,329757,194.106,4.5311498232309355,226779,244406
2019,2,2019-02-01,AK,Alaska,44349,228772,54640,19.39,95665,10.2,57.3,740133,329757,197.778,4.1868960468521230,247360,234883
2019,3,2019-03-01,AK,Alaska,44856,225130,54744,19.92,95665,10.2,57.3,740133,329757,203.184,4.1124141458424668,228772,231845
2019,4,2019-04-01,AK,Alaska,42288,210750,54701,20.07,95665,10.2,57.3,740133,329757,204.714,3.8527632035977404,225130,218838
2019,5,2019-05-01,AK,Alaska,41264,208405,55099,19.8,95665,10.2,57.3,740133,329757,201.96,3.7823735457993793,210750,211070
2019,6,2019-06-01,AK,Alaska,41447,206322,55105,20.09,95665,10.2,57.3,740133,329757,204.918,3.7441611469013701,208405,205307
2019,7,2019-07-01,AK,Alaska,43105,218849,55266,19.7,95665,10.2,57.3,740133,329757,200.94,3.9599211088191655,206322,215101
2019,8,2019-08-01,AK,Alaska,43250,220350,55222,19.63,95665,10.2,57.3,740133,329757,200.226,3.9902575060664228,218849,216236
2019,9,2019-09-01,AK,Alaska,41944,207934,55326,20.17,95665,10.2,57.3,740133,329757,205.734,3.7583414669414019,220350,209121
2019,10,2019-10-01,AK,Alaska,43167,215628,55504,20.02,95665,10.2,57.3,740133,329757,204.204,3.8849091957336408,207934,211318
2019,11,2019-11-01,AK,Alaska,43645,218416,55339,19.98,95665,10.2,57.3,740133,329757,203.796,3.9468729106055404,215628,221153
2019,12,2019-12-01,AK,Alaska,45993,230931,55406,19.92,95665,10.2,57.3,740133,329757,203.184,4.1679781973071509,218416,226779
2020,1,2020-01-01,AK,Alaska,48548,246456,61492,19.7,95665,10.2,57.3,740133,329757,200.94,4.0079359916737137,230931,247360
2020,2,2020-02-01,AK,Alaska,45854,238505,61343,19.23,95665,10.2,57.3,740133,329757,196.146,3.8880556868754381,246456,228772
2020,3,2020-03-01,AK,Alaska,44229,229078,61394,19.31,95665,10.2,57.3,740133,329757,196.962,3.7312766719874906,238505,225130
2020,4,2020-04-01,AK,Alaska,38725,202722,61514,19.1,95665,10.2,57.3,740133,329757,194.82,3.2955424781350587,229078,210750
2020,5,2020-05-01,AK,Alaska,36903,183495,61543,20.11,95665,10.2,57.3,740133,329757,205.122,2.9815738589279041,202722,208405
2020,6,2020-06-01,AK,Alaska,37351,185196,61589,20.17,95665,10.2,57.3,740133,329757,205.734,3.0069655295588498,183495,206322
2020,7,2020-07-01,AK,Alaska,39007,194709,61682,20.03,95665,10.2,57.3,740133,329757,204.306,3.1566583444116598,185196,218849
2020,8,2020-08-01,AK,Alaska,39085,197408,61632,19.8,95665,10.2,57.3,740133,329757,201.96,3.2030114226375909,194709,220350
2020,9,2020-09-01,AK,Alaska,38643,196774,61861,19.64,95665,10.2,57.3,740133,329757,200.328,3.1809055786359742,197408,207934
2020,10,2020-10-01,AK,Alaska,41150,202573,62026,20.31,95665,10.2,57.3,740133,329757,207.162,3.2659368651855673,196774,215628
2020,11,2020-11-01,AK,Alaska,41203,218813,63878,18.83,95665,10.2,57.3,740133,329757,192.066,3.4254829518770156,202573,218416
2020,12,2020-12-01,AK,Alaska,43406,228386,63906,19.01,95665,10.2,57.3,740133,329757,193.902,3.5737802397270992,218813,230931
2021,1,2021-01-01,AK,Alaska,42138,225712,55660,18.67,95665,10.2,57.3,740133,329757,190.434,4.0551922385914481,228386,246456
2021,2,2021-02-01,AK,Alaska,42009,218099,55657,19.26,95665,10.2,57.3,740133,329757,196.452,3.9186265878505848,225712,238505
2021,3,2021-03-01,AK,Alaska,44092,229200,55825,19.24,95665,10.2,57.3,740133,329757,196.248,4.1056874160322436,218099,229078
2021,4,2021-04-01,AK,Alaska,40181,207488,55804,19.37,95665,10.2,57.3,740133,329757,197.574,3.7181564045588130,229200,202722
2021,5,2021-05-01,AK,Alaska,40718,198925,55950,20.47,95665,10.2,57.3,740133,329757,208.794,3.5554066130473637,207488,183495
2021,6,2021-06-01,AK,Alaska,40268,198248,56039,20.31,95665,10.2,57.3,740133,329757,207.162,3.5376791163296990,198925,185196
2021,7,2021-07-01,AK,Alaska,40462,202320,56111,20,95665,10.2,57.3,740133,329757,204.0,3.6057101103170501,198248,194709
2021,8,2021-08-01,AK,Alaska,39841,202661,56179,19.66,95665,10.2,57.3,740133,329757,200.532,3.6074155823350362,202320,197408
2021,9,2021-09-01,AK,Alaska,39349,201309,56222,19.55,95665,10.2,57.3,740133,329757,199.410,3.5806090142648785,202661,196774
2021,10,2021-10-01,AK,Alaska,41723,209569,56162,19.91,95665,10.2,57.3,740133,329757,203.082,3.7315088493999501,201309,202573
2021,11,2021-11-01,AK,Alaska,44741,225179,56168,19.87,95665,10.2,57.3,740133,329757,202.674,4.0090264919527133,209569,218813
2021,12,2021-12-01,AK,Alaska,46136,239940,56244,19.23,95665,10.2,57.3,740133,329757,196.146,4.2660550458715596,225179,228386
2022,1,2022-01-01,AK,Alaska,47168,239856,56123,19.67,95665,10.2,57.3,740133,329757,200.634,4.2737558576697611,239940,225712
2022,2,2022-02-01,AK,Alaska,41427,215507,56050,19.22,95665,10.2,57.3,740133,329757,196.044,3.8449063336306869,239856,218099
2022,3,2022-03-01,AK,Alaska,43883,223408,56228,19.64,95665,10.2,57.3,740133,329757,200.328,3.9732517606886249,215507,229200
2022,4,2022-04-01,AK,Alaska,41125,206223,56133,19.94,95665,10.2,57.3,740133,329757,203.388,3.6738282293837849,223408,207488
2022,5,2022-05-01,AK,Alaska,42153,202329,56329,20.83,95665,10.2,57.3,740133,329757,212.466,3.5919153544355483,206223,198925
2022,6,2022-06-01,AK,Alaska,41412,203334,56354,20.37,95665,10.2,57.3,740133,329757,207.774,3.6081555878908329,202329,198248
2022,7,2022-07-01,AK,Alaska,41794,206576,56435,20.23,95665,10.2,57.3,740133,329757,206.346,3.6604234960574112,203334,202320
2022,8,2022-08-01,AK,Alaska,42778,210214,56540,20.35,95665,10.2,57.3,740133,329757,207.570,3.7179695790590732,206576,202661
2022,9,2022-09-01,AK,Alaska,40528,200980,56573,20.17,95665,10.2,57.3,740133,329757,205.734,3.5525780849521857,210214,201309
2022,10,2022-10-01,AK,Alaska,42960,209611,56568,20.5,95665,10.2,57.3,740133,329757,209.10,3.7054695234054589,200980,209569
2022,11,2022-11-01,AK,Alaska,45282,219726,56549,20.61,95665,10.2,57.3,740133,329757,210.222,3.8855859520062247,209611,225179
2022,12,2022-12-01,AK,Alaska,46167,238154,56553,19.39,95665,10.2,57.3,740133,329757,197.778,4.2111647481123901,219726,239940
2023,1,2023-01-01,AK,Alaska,48062,237683,56637,20.22,95665,10.2,57.3,740133,329757,206.244,4.1966029274149408,238154,239856
2023,2,2023-02-01,AK,Alaska,43305,216019,56549,20.05,95665,10.2,57.3,740133,329757,204.510,3.8200321844771791,237683,215507
2023,3,2023-03-01,AK,Alaska,47331,230139,56719,20.57,95665,10.2,57.3,740133,329757,209.814,4.0575292230116892,216019,223408
2023,4,2023-04-01,AK,Alaska,44781,212445,56572,21.08,95665,10.2,57.3,740133,329757,215.016,3.7553029767376087,230139,206223
2023,5,2023-05-01,AK,Alaska,44927,208442,56724,21.55,95665,10.2,57.3,740133,329757,219.810,3.6746703335448840,212445,202329
2023,6,2023-06-01,AK,Alaska,43504,202013,56801,21.54,95665,10.2,57.3,740133,329757,219.708,3.5565042868963575,208442,203334
2023,7,2023-07-01,AK,Alaska,43200,207818,56891,20.79,95665,10.2,57.3,740133,329757,212.058,3.6529152238491150,202013,206576
2023,8,2023-08-01,AK,Alaska,45469,218051,56936,20.85,95665,10.2,57.3,740133,329757,212.670,3.8297562175073767,207818,210214
2023,9,2023-09-01,AK,Alaska,43204,204109,56950,21.17,95665,10.2,57.3,740133,329757,215.934,3.5840035118525022,218051,200980
2023,10,2023-10-01,AK,Alaska,44193,211754,56963,20.87,95665,10.2,57.3,740133,329757,212.874,3.7173955023436266,204109,209611
2023,11,2023-11-01,AK,Alaska,44816,216437,56862,20.71,95665,10.2,57.3,740133,329757,211.242,3.8063557384545039,211754,219726
2023,12,2023-12-01,AK,Alaska,50356,237961,56920,21.16,95665,10.2,57.3,740133,329757,215.832,4.1806219255094870,216437,238154
2024,1,2024-01-01,AK,Alaska,51344,240157,56832,21.38,95665,10.2,57.3,740133,329757,218.076,4.2257355011261261,237961,237683
2024,2,2024-02-01,AK,Alaska,48740,229818,56705,21.21,95665,10.2,57.3,740133,329757,216.342,4.0528701172736090,240157,216019
2024,3,2024-03-01,AK,Alaska,48699,214194,56743,22.74,95665,10.2,57.3,740133,329757,231.948,3.7748092275699205,229818,230139
2024,4,2024-04-01,AK,Alaska,45986,212593,56833,21.63,95665,10.2,57.3,740133,329757,220.626,3.7406612355497686,214194,212445
2024,5,2024-05-01,AK,Alaska,43832,207186,57025,21.16,95665,10.2,57.3,740133,329757,215.832,3.6332485751863218,212593,208442
2024,6,2024-06-01,AK,Alaska,44246,202219,56992,21.88,95665,10.2,57.3,740133,329757,223.176,3.5481997473329590,207186,202013
2024,7,2024-07-01,AK,Alaska,44432,208972,57127,21.26,95665,10.2,57.3,740133,329757,216.852,3.6580251019657955,202219,207818
2024,8,2024-08-01,AK,Alaska,47388,212118,57157,22.34,95665,10.2,57.3,740133,329757,227.868,3.7111464912434173,208972,218051
2024,9,2024-09-01,AK,Alaska,44992,205966,57165,21.84,95665,10.2,57.3,740133,329757,222.768,3.6030088340767952,212118,204109
2024,10,2024-10-01,AK,Alaska,46630,213007,57231,21.89,95665,10.2,57.3,740133,329757,223.278,3.7218814977896595,205966,211754
2024,11,2024-11-01,AK,Alaska,47350,222787,57181,21.25,95665,10.2,57.3,740133,329757,216.750,3.8961718053199489,213007,216437
2024,12,2024-12-01,AK,Alaska,47929,234658,57071,20.43,95665,10.2,57.3,740133,329757,208.386,4.1116854444463913,222787,237961
2010,1,2010-01-01,AL,Alabama,183054,1841399,354739,9.94,66659,15.2,51.7,5157699,2381771,151.088,5.1908558123014385,,
2010,2,2010-02-01,AL,Alabama,171352,1764951,354553,9.71,66659,15.2,51.7,5157699,2381771,147.592,4.9779609818560272,1841399,
2010,3,2010-03-01,AL,Alabama,164407,1634981,354749,10.06,66659,15.2,51.7,5157699,2381771,152.912,4.6088389255501777,1764951,
2010,4,2010-04-01,AL,Alabama,170973,1671242,354718,10.23,66659,15.2,51.7,5157699,2381771,155.496,4.7114665734470763,1634981,
2010,5,2010-05-01,AL,Alabama,189153,1838775,354257,10.29,66659,15.2,51.7,5157699,2381771,156.408,5.1905114083843086,1671242,
2010,6,2010-06-01,AL,Alabama,217913,2171643,357122,10.03,66659,15.2,51.7,5157699,2381771,152.456,6.0809555278028237,1838775,
2010,7,2010-07-01,AL,Alabama,227752,2268293,359088,10.04,66659,15.2,51.7,5157699,2381771,152.608,6.3168164906652408,2171643,
2010,8,2010-08-01,AL,Alabama,244377,2358196,357396,10.36,66659,15.2,51.7,5157699,2381771,157.472,6.5982719448454935,2268293,
2010,9,2010-09-01,AL,Alabama,218726,2156116,357257,10.14,66659,15.2,51.7,5157699,2381771,154.128,6.0351959513739409,2358196,
2010,10,2010-10-01,AL,Alabama,189309,1771977,357890,10.68,66659,15.2,51.7,5157699,2381771,162.336,4.9511777361759200,2156116,
2010,11,2010-11-01,AL,Alabama,172807,1683653,357198,10.26,66659,15.2,51.7,5157699,2381771,155.952,4.7135006355018785,1771977,
2010,12,2010-12-01,AL,Alabama,189268,1822541,356561,10.38,66659,15.2,51.7,5157699,2381771,157.776,5.1114423618960010,1683653,
2011,1,2011-01-01,AL,Alabama,185868,1826257,355858,10.18,66659,15.2,51.7,5157699,2381771,154.736,5.1319824199540266,1822541,1841399
2011,2,2011-02-01,AL,Alabama,167999,1632320,355727,10.29,66659,15.2,51.7,5157699,2381771,156.408,4.5886873922980263,1826257,1764951
2011,3,2011-03-01,AL,Alabama,165101,1628284,356090,10.14,66659,15.2,51.7,5157699,2381771,154.128,4.5726754472183998,1632320,1634981
2011,4,2011-04-01,AL,Alabama,171157,1716396,356292,9.97,66659,15.2,51.7,5157699,2381771,151.544,4.8173857397864673,1628284,1671242
2011,5,2011-05-01,AL,Alabama,191802,1833307,351416,10.46,66659,15.2,51.7,5157699,2381771,158.992,5.2169138570810663,1716396,1838775
2011,6,2011-06-01,AL,Alabama,226155,2127926,356609,10.63,66659,15.2,51.7,5157699,2381771,161.576,5.9671124396748259,1833307,2171643
2011,7,2011-07-01,AL,Alabama,232645,2182147,356444,10.66,66659,15.2,51.7,5157699,2381771,162.032,6.1219911122083693,2127926,2268293
2011,8,2011-08-01,AL,Alabama,247123,2323469,357114,10.64,66659,15.2,51.7,5157699,2381771,161.728,6.5062389041034516,2182147,2358196
