year,month,energy_date,state_code,state_name,com_revenue_thousand_dollars,com_sales_mwh,com_customers,com_price_cents_per_kwh,median_household_income,poverty_rate,employment_rate,total_population,total_housing_units,price_poverty_interaction,sales_mwh_per_customer,sales_lag_1_month,sales_lag_12_month
2023,12,2023-12-01,DC,District of Columbia,96425,547838,27456,17.6,109707,17.3,65.7,702250,368700,304.48,19.9533071095571096,557436,576135
2024,1,2024-01-01,DC,District of Columbia,105510,612173,27462,17.24,109707,17.3,65.7,702250,368700,298.252,22.2916393562012963,547838,593738
2024,2,2024-02-01,DC,District of Columbia,93477,528832,27447,17.68,109707,17.3,65.7,702250,368700,305.864,19.2673880569825482,612173,541519
2024,3,2024-03-01,DC,District of Columbia,101698,597085,27491,17.03,109707,17.3,65.7,702250,368700,294.619,21.7192899494379979,528832,542586
2024,4,2024-04-01,DC,District of Columbia,87470,510597,27480,17.13,109707,17.3,65.7,702250,368700,296.349,18.5806768558951965,597085,538837
2024,5,2024-05-01,DC,District of Columbia,94767,559506,27492,16.94,109707,17.3,65.7,702250,368700,293.062,20.3515931907463990,510597,523185
2024,6,2024-06-01,DC,District of Columbia,108893,642529,27507,16.95,109707,17.3,65.7,702250,368700,293.235,23.3587450467153815,559506,591758
2024,7,2024-07-01,DC,District of Columbia,121287,707419,27578,17.15,109707,17.3,65.7,702250,368700,296.695,25.6515700921024005,642529,697279
2024,8,2024-08-01,DC,District of Columbia,118811,717948,27566,16.55,109707,17.3,65.7,702250,368700,286.315,26.0446927374301676,707419,682143
2024,9,2024-09-01,DC,District of Columbia,100676,607506,27545,16.57,109707,17.3,65.7,702250,368700,286.661,22.0550372118351788,717948,652974
2024,10,2024-10-01,DC,District of Columbia,90667,534120,27576,16.98,109707,17.3,65.7,702250,368700,293.754,19.3690165361183638,607506,560913
2024,11,2024-11-01,DC,District of Columbia,86114,503856,27543,17.09,109707,17.3,65.7,702250,368700,295.657,18.2934320880078423,534120,557436
2024,12,2024-12-01,DC,District of Columbia,118298,671723,27570,17.61,109707,17.3,65.7,702250,368700,304.653,24.3642727602466449,503856,547838
2010,1,2010-01-01,DE,Delaware,42300,374680,49595,11.29,87534,9.6,57.3,1051917,476415,108.384,7.5547938300231878,,
2010,2,2010-02-01,DE,Delaware,39171,337726,49606,11.6,87534,9.6,57.3,1051917,476415,111.36,6.8081683667298311,374680,
2010,3,2010-03-01,DE,Delaware,38848,345278,49650,11.25,87534,9.6,57.3,1051917,476415,108.000,6.9542396777442095,337726,
2010,4,2010-04-01,DE,Delaware,36757,323548,49840,11.36,87534,9.6,57.3,1051917,476415,109.056,6.4917335473515249,345278,
2010,5,2010-05-01,DE,Delaware,36479,319507,49936,11.42,87534,9.6,57.3,1051917,476415,109.632,6.3983298622236463,323548,
2010,6,2010-06-01,DE,Delaware,43079,368342,49880,11.7,87534,9.6,57.3,1051917,476415,112.32,7.3845629510825982,319507,
2010,7,2010-07-01,DE,Delaware,47994,427466,52400,11.23,87534,9.6,57.3,1051917,476415,107.808,8.1577480916030534,368342,
2010,8,2010-08-01,DE,Delaware,46918,416140,49036,11.27,87534,9.6,57.3,1051917,476415,108.192,8.4864181417733910,427466,
2010,9,2010-09-01,DE,Delaware,45730,406943,50018,11.24,87534,9.6,57.3,1051917,476415,107.904,8.1359310648166660,416140,
2010,10,2010-10-01,DE,Delaware,39599,343013,49971,11.54,87534,9.6,57.3,1051917,476415,110.784,6.8642412599307598,406943,
2010,11,2010-11-01,DE,Delaware,34945,309382,49987,11.3,87534,9.6,57.3,1051917,476415,108.48,6.1892492047932462,343013,
2010,12,2010-12-01,DE,Delaware,38952,347994,49901,11.19,87534,9.6,57.3,1051917,476415,107.424,6.9736879020460512,309382,
2011,1,2011-01-01,DE,Delaware,40858,373553,50009,10.94,87534,9.6,57.3,1051917,476415,105.024,7.4697154512187806,347994,374680
2011,2,2011-02-01,DE,Delaware,37676,340829,50028,11.05,87534,9.6,57.3,1051917,476415,106.080,6.8127648516830575,373553,337726
2011,3,2011-03-01,DE,Delaware,36807,338900,50201,10.86,87534,9.6,57.3,1051917,476415,104.256,6.7508615366227764,340829,345278
2011,4,2011-04-01,DE,Delaware,34780,321446,50294,10.82,87534,9.6,57.3,1051917,476415,103.872,6.3913389271086014,338900,323548
2011,5,2011-05-01,DE,Delaware,35694,324192,50379,11.01,87534,9.6,57.3,1051917,476415,105.696,6.4350622283094146,321446,319507
2011,6,2011-06-01,DE,Delaware,40511,380221,50492,10.65,87534,9.6,57.3,1051917,476415,102.240,7.5303216351105126,324192,368342
2011,7,2011-07-01,DE,Delaware,42332,404895,50519,10.46,87534,9.6,57.3,1051917,476415,100.416,8.0147073378332904,380221,427466
2011,8,2011-08-01,DE,Delaware,43527,409034,50530,10.64,87534,9.6,57.3,1051917,476415,102.144,8.0948743320799525,404895,416140
2011,9,2011-09-01,DE,Delaware,40269,391323,50518,10.29,87534,9.6,57.3,1051917,476415,98.784,7.7462092719426739,409034,406943
2011,10,2011-10-01,DE,Delaware,35387,338503,50549,10.45,87534,9.6,57.3,1051917,476415,100.320,6.6965320777859107,391323,343013
2011,11,2011-11-01,DE,Delaware,32238,311663,50419,10.34,87534,9.6,57.3,1051917,476415,99.264,6.1814593704754160,338503,309382
2011,12,2011-12-01,DE,Delaware,33078,325282,50488,10.17,87534,9.6,57.3,1051917,476415,97.632,6.4427586753287910,311663,347994
2012,1,2012-01-01,DE,Delaware,33823,346046,50607,9.77,87534,9.6,57.3,1051917,476415,93.792,6.8379077993163001,325282,373553
2012,2,2012-02-01,DE,Delaware,32010,318602,50655,10.05,87534,9.6,57.3,1051917,476415,96.480,6.2896456420886388,346046,340829
2012,3,2012-03-01,DE,Delaware,31746,320005,50851,9.92,87534,9.6,57.3,1051917,476415,95.232,6.2929932548032487,318602,338900
2012,4,2012-04-01,DE,Delaware,30691,311818,50928,9.84,87534,9.6,57.3,1051917,476415,94.464,6.1227222745837260,320005,321446
2012,5,2012-05-01,DE,Delaware,34230,346351,51041,9.88,87534,9.6,57.3,1051917,476415,94.848,6.7857408749828569,311818,324192
2012,6,2012-06-01,DE,Delaware,39545,388969,51152,10.17,87534,9.6,57.3,1051917,476415,97.632,7.6041796997184861,346351,380221
2012,7,2012-07-01,DE,Delaware,45147,447083,51191,10.1,87534,9.6,57.3,1051917,476415,96.96,8.7336250512785451,388969,404895
2012,8,2012-08-01,DE,Delaware,44550,433767,51211,10.27,87534,9.6,57.3,1051917,476415,98.592,8.4701919509480385,447083,409034
2012,9,2012-09-01,DE,Delaware,33446,329683,51206,10.14,87534,9.6,57.3,1051917,476415,97.344,6.4383665976643362,433767,391323
2012,10,2012-10-01,DE,Delaware,33151,319938,51358,10.36,87534,9.6,57.3,1051917,476415,99.456,6.2295650142139491,329683,338503
2012,11,2012-11-01,DE,Delaware,35188,335696,51218,10.48,87534,9.6,57.3,1051917,476415,100.608,6.5542582685774532,319938,311663
2012,12,2012-12-01,DE,Delaware,36270,345072,51257,10.51,87534,9.6,57.3,1051917,476415,100.896,6.7321926761222857,335696,325282
2013,1,2013-01-01,DE,Delaware,36553,365484,51283,10,87534,9.6,57.3,1051917,476415,96.0,7.1268061540861494,345072,346046
2013,2,2013-02-01,DE,Delaware,34284,336138,51296,10.2,87534,9.6,57.3,1051917,476415,97.92,6.5529086088583905,365484,318602
2013,3,2013-03-01,DE,Delaware,29688,290300,51464,10.23,87534,9.6,57.3,1051917,476415,98.208,5.6408363127623193,336138,320005
2013,4,2013-04-01,DE,Delaware,31837,306967,51521,10.37,87534,9.6,57.3,1051917,476415,99.552,5.9580947574775334,290300,311818
2013,5,2013-05-01,DE,Delaware,36775,350320,51703,10.5,87534,9.6,57.3,1051917,476415,100.80,6.7756223043150301,306967,346351
2013,6,2013-06-01,DE,Delaware,37210,366354,51727,10.16,87534,9.6,57.3,1051917,476415,97.536,7.0824521043168945,350320,388969
2013,7,2013-07-01,DE,Delaware,41763,422489,51835,9.88,87534,9.6,57.3,1051917,476415,94.848,8.1506511044660943,366354,447083
2013,8,2013-08-01,DE,Delaware,37569,366914,52123,10.24,87534,9.6,57.3,1051917,476415,98.304,7.0393876024020106,422489,433767
2013,9,2013-09-01,DE,Delaware,34399,343801,51822,10.01,87534,9.6,57.3,1051917,476415,96.096,6.6342672996024854,366914,329683
2013,10,2013-10-01,DE,Delaware,34334,339742,51834,10.11,87534,9.6,57.3,1051917,476415,97.056,6.5544237373152757,343801,319938
2013,11,2013-11-01,DE,Delaware,34136,330689,51803,10.32,87534,9.6,57.3,1051917,476415,99.072,6.3835878230990483,339742,335696
2013,12,2013-12-01,DE,Delaware,35366,338595,51677,10.44,87534,9.6,57.3,1051917,476415,100.224,6.5521411846662925,330689,345072
2014,1,2014-01-01,DE,Delaware,40125,370400,51712,10.83,87534,9.6,57.3,1051917,476415,103.968,7.1627475247524752,338595,365484
2014,2,2014-02-01,DE,Delaware,39725,325202,51915,12.22,87534,9.6,57.3,1051917,476415,117.312,6.2641240489261292,370400,336138
2014,3,2014-03-01,DE,Delaware,37607,345918,51949,10.87,87534,9.6,57.3,1051917,476415,104.352,6.6587999769004216,325202,290300
2014,4,2014-04-01,DE,Delaware,35890,325152,52046,11.04,87534,9.6,57.3,1051917,476415,105.984,6.2473965338354533,345918,306967
2014,5,2014-05-01,DE,Delaware,33738,326478,52182,10.33,87534,9.6,57.3,1051917,476415,99.168,6.2565252385880189,325152,350320
2014,6,2014-06-01,DE,Delaware,39374,380136,52237,10.36,87534,9.6,57.3,1051917,476415,99.456,7.2771407240078871,326478,366354
2014,7,2014-07-01,DE,Delaware,41526,405433,52314,10.24,87534,9.6,57.3,1051917,476415,98.304,7.7499904423290133,380136,422489
2014,8,2014-08-01,DE,Delaware,35970,389261,52461,9.24,87534,9.6,57.3,1051917,476415,88.704,7.4200072434761061,405433,366914
2014,9,2014-09-01,DE,Delaware,35027,336033,52407,10.42,87534,9.6,57.3,1051917,476415,100.032,6.4119869483084321,389261,343801
2014,10,2014-10-01,DE,Delaware,35419,346163,52427,10.23,87534,9.6,57.3,1051917,476415,98.208,6.6027619356438476,336033,339742
2014,11,2014-11-01,DE,Delaware,34688,340412,52348,10.19,87534,9.6,57.3,1051917,476415,97.824,6.5028654389852525,346163,330689
2014,12,2014-12-01,DE,Delaware,31569,306709,52427,10.29,87534,9.6,57.3,1051917,476415,98.784,5.8502107692601141,340412,338595
2015,1,2015-01-01,DE,Delaware,33703,368615,51806,9.14,87534,9.6,57.3,1051917,476415,87.744,7.1152955256147937,306709,370400
2015,2,2015-02-01,DE,Delaware,39383,365314,51362,10.78,87534,9.6,57.3,1051917,476415,103.488,7.1125345586231066,368615,325202
2015,3,2015-03-01,DE,Delaware,33997,293389,53184,11.59,87534,9.6,57.3,1051917,476415,111.264,5.5164899217809868,365314,345918
2015,4,2015-04-01,DE,Delaware,34891,379316,53302,9.2,87534,9.6,57.3,1051917,476415,88.32,7.1163558590672020,293389,325152
2015,5,2015-05-01,DE,Delaware,31708,288979,53413,10.97,87534,9.6,57.3,1051917,476415,105.312,5.4102746522382192,379316,326478
2015,6,2015-06-01,DE,Delaware,40052,383525,52933,10.44,87534,9.6,57.3,1051917,476415,100.224,7.2454801352653354,288979,380136
2015,7,2015-07-01,DE,Delaware,38110,379563,52961,10.04,87534,9.6,57.3,1051917,476415,96.384,7.1668397500047205,383525,405433
2015,8,2015-08-01,DE,Delaware,39123,392566,53021,9.97,87534,9.6,57.3,1051917,476415,95.712,7.4039720110899455,379563,389261
2015,9,2015-09-01,DE,Delaware,37852,373136,53092,10.14,87534,9.6,57.3,1051917,476415,97.344,7.0281021622843366,392566,336033
2015,10,2015-10-01,DE,Delaware,38801,385511,53021,10.06,87534,9.6,57.3,1051917,476415,96.576,7.2709115256219234,373136,346163
2015,11,2015-11-01,DE,Delaware,37833,354178,52452,10.68,87534,9.6,57.3,1051917,476415,102.528,6.7524212613437047,385511,340412
2015,12,2015-12-01,DE,Delaware,27118,254995,52883,10.63,87534,9.6,57.3,1051917,476415,102.048,4.8218709226027268,354178,306709
2016,1,2016-01-01,DE,Delaware,40331,400554,52781,10.07,87534,9.6,57.3,1051917,476415,96.672,7.5889808832723897,254995,368615
2016,2,2016-02-01,DE,Delaware,33196,312093,53100,10.64,87534,9.6,57.3,1051917,476415,102.144,5.8774576271186441,400554,365314
2016,3,2016-03-01,DE,Delaware,34937,333534,53149,10.47,87534,9.6,57.3,1051917,476415,100.512,6.2754520310824286,312093,293389
2016,4,2016-04-01,DE,Delaware,30611,302946,53219,10.1,87534,9.6,57.3,1051917,476415,96.96,5.6924406696856386,333534,379316
2016,5,2016-05-01,DE,Delaware,36672,346503,53346,10.58,87534,9.6,57.3,1051917,476415,101.568,6.4953885952086379,302946,288979
2016,6,2016-06-01,DE,Delaware,37336,375222,53434,9.95,87534,9.6,57.3,1051917,476415,95.520,7.0221581764419658,346503,383525
2016,7,2016-07-01,DE,Delaware,36367,386975,53506,9.4,87534,9.6,57.3,1051917,476415,90.24,7.2323664635741786,375222,379563
2016,8,2016-08-01,DE,Delaware,42144,428904,53566,9.83,87534,9.6,57.3,1051917,476415,94.368,8.0070193779636336,386975,392566
2016,9,2016-09-01,DE,Delaware,33906,353156,53610,9.6,87534,9.6,57.3,1051917,476415,92.16,6.5875023316545421,428904,373136
2016,10,2016-10-01,DE,Delaware,36323,336937,53621,10.78,87534,9.6,57.3,1051917,476415,103.488,6.2836761716491673,353156,385511
2016,11,2016-11-01,DE,Delaware,32256,321886,53592,10.02,87534,9.6,57.3,1051917,476415,96.192,6.0062322734736528,336937,354178
2016,12,2016-12-01,DE,Delaware,32413,336523,53475,9.63,87534,9.6,57.3,1051917,476415,92.448,6.2930902290790089,321886,254995
2017,1,2017-01-01,DE,Delaware,33805,348031,53502,9.71,87534,9.6,57.3,1051917,476415,93.216,6.5050091585361295,336523,400554
2017,2,2017-02-01,DE,Delaware,32072,306083,53422,10.48,87534,9.6,57.3,1051917,476415,100.608,5.7295309048706525,348031,312093
2017,3,2017-03-01,DE,Delaware,35575,328268,53869,10.84,87534,9.6,57.3,1051917,476415,104.064,6.0938201934322152,306083,333534
2017,4,2017-04-01,DE,Delaware,31592,319895,53934,9.88,87534,9.6,57.3,1051917,476415,94.848,5.9312307635257908,328268,302946
2017,5,2017-05-01,DE,Delaware,34336,330202,54091,10.4,87534,9.6,57.3,1051917,476415,99.84,6.1045645301436468,319895,346503
2017,6,2017-06-01,DE,Delaware,34900,359237,54278,9.72,87534,9.6,57.3,1051917,476415,93.312,6.6184642028077674,330202,375222
2017,7,2017-07-01,DE,Delaware,38240,408501,54314,9.36,87534,9.6,57.3,1051917,476415,89.856,7.5210995323489340,359237,386975
2017,8,2017-08-01,DE,Delaware,37276,382972,54427,9.73,87534,9.6,57.3,1051917,476415,93.408,7.0364341227699487,408501,428904
2017,9,2017-09-01,DE,Delaware,36010,379309,54452,9.49,87534,9.6,57.3,1051917,476415,91.104,6.9659332990523764,382972,353156
2017,10,2017-10-01,DE,Delaware,34388,347878,54461,9.89,87534,9.6,57.3,1051917,476415,94.944,6.3876535502469657,379309,336937
2017,11,2017-11-01,DE,Delaware,31969,321551,54249,9.94,87534,9.6,57.3,1051917,476415,95.424,5.9273166325646556,347878,321886
2017,12,2017-12-01,DE,Delaware,33630,352741,54248,9.53,87534,9.6,57.3,1051917,476415,91.488,6.5023779678513494,321551,336523
2018,1,2018-01-01,DE,Delaware,35191,365072,54214,9.64,87534,9.6,57.3,1051917,476415,92.544,6.7339063710480688,352741,348031
2018,2,2018-02-01,DE,Delaware,32008,319324,54427,10.02,87534,9.6,57.3,1051917,476415,96.192,5.8670145332279935,365072,306083
2018,3,2018-03-01,DE,Delaware,32387,349906,54662,9.26,87534,9.6,57.3,1051917,476415,88.896,6.4012659617284402,319324,328268
2018,4,2018-04-01,DE,Delaware,32258,335529,54837,9.61,87534,9.6,57.3,1051917,476415,92.256,6.1186607582471689,349906,319895
2018,5,2018-05-01,DE,Delaware,33357,346793,54924,9.62,87534,9.6,57.3,1051917,476415,92.352,6.3140521447818804,335529,330202
2018,6,2018-06-01,DE,Delaware,35432,368829,55002,9.61,87534,9.6,57.3,1051917,476415,92.256,6.7057379731646122,346793,359237
2018,7,2018-07-01,DE,Delaware,39062,424316,55077,9.21,87534,9.6,57.3,1051917,476415,88.416,7.7040506926666304,368829,408501
2018,8,2018-08-01,DE,Delaware,39509,422537,55169,9.35,87534,9.6,57.3,1051917,476415,89.760,7.6589570229657960,424316,382972
2018,9,2018-09-01,DE,Delaware,34761,370922,55222,9.37,87534,9.6,57.3,1051917,476415,89.952,6.7169244141827533,422537,379309
2018,10,2018-10-01,DE,Delaware,37335,366783,55273,10.18,87534,9.6,57.3,1051917,476415,97.728,6.6358439020860094,370922,347878
2018,11,2018-11-01,DE,Delaware,34593,338530,55078,10.22,87534,9.6,57.3,1051917,476415,98.112,6.1463742329060605,366783,321551
2018,12,2018-12-01,DE,Delaware,33285,333799,54976,9.97,87534,9.6,57.3,1051917,476415,95.712,6.0717222060535506,338530,352741
2019,1,2019-01-01,DE,Delaware,35576,363541,54988,9.79,87534,9.6,57.3,1051917,476415,93.984,6.6112788244707936,333799,365072
2019,2,2019-02-01,DE,Delaware,31390,317437,55293,9.89,87534,9.6,57.3,1051917,476415,94.944,5.7409979563416707,363541,319324
2019,3,2019-03-01,DE,Delaware,34392,339239,55656,10.14,87534,9.6,57.3,1051917,476415,97.344,6.0952817306310191,317437,349906
2019,4,2019-04-01,DE,Delaware,34089,328639,55792,10.37,87534,9.6,57.3,1051917,476415,99.552,5.8904323200458847,339239,335529
2019,5,2019-05-01,DE,Delaware,34760,359113,55942,9.68,87534,9.6,57.3,1051917,476415,92.928,6.4193807872439312,328639,346793
2019,6,2019-06-01,DE,Delaware,34617,386528,55966,8.96,87534,9.6,57.3,1051917,476415,86.016,6.9064789336382804,359113,368829
2019,7,2019-07-01,DE,Delaware,41508,453183,56045,9.16,87534,9.6,57.3,1051917,476415,87.936,8.0860558479793023,386528,424316
2019,8,2019-08-01,DE,Delaware,37955,428728,56054,8.85,87534,9.6,57.3,1051917,476415,84.960,7.6484818211010811,453183,422537
2019,9,2019-09-01,DE,Delaware,35873,393781,56023,9.11,87534,9.6,57.3,1051917,476415,87.456,7.0289166949288685,428728,370922
2019,10,2019-10-01,DE,Delaware,35017,346259,56144,10.11,87534,9.6,57.3,1051917,476415,97.056,6.1673375605585637,393781,366783
2019,11,2019-11-01,DE,Delaware,32538,332659,55876,9.78,87534,9.6,57.3,1051917,476415,93.888,5.9535220846159353,346259,338530
2019,12,2019-12-01,DE,Delaware,33782,372358,55846,9.07,87534,9.6,57.3,1051917,476415,87.072,6.6675858611180747,332659,333799
2020,1,2020-01-01,DE,Delaware,31201,343610,56155,9.08,87534,9.6,57.3,1051917,476415,87.168,6.1189564597987713,372358,363541
2020,2,2020-02-01,DE,Delaware,30778,326871,56172,9.42,87534,9.6,57.3,1051917,476415,90.432,5.8191091647083956,343610,317437
2020,3,2020-03-01,DE,Delaware,31000,323502,56475,9.58,87534,9.6,57.3,1051917,476415,91.968,5.7282337317397078,326871,339239
2020,4,2020-04-01,DE,Delaware,27944,297131,56418,9.4,87534,9.6,57.3,1051917,476415,90.24,5.2665993122762239,323502,328639
2020,5,2020-05-01,DE,Delaware,29809,299571,56635,9.95,87534,9.6,57.3,1051917,476415,95.520,5.2895029575350931,297131,359113
2020,6,2020-06-01,DE,Delaware,33826,360618,56804,9.38,87534,9.6,57.3,1051917,476415,90.048,6.3484613759594395,299571,386528
2020,7,2020-07-01,DE,Delaware,35305,415273,56970,8.5,87534,9.6,57.3,1051917,476415,81.60,7.2893277163419344,360618,453183
2020,8,2020-08-01,DE,Delaware,35061,402224,57045,8.72,87534,9.6,57.3,1051917,476415,83.712,7.0509948286440529,415273,428728
2020,9,2020-09-01,DE,Delaware,29037,342828,57067,8.47,87534,9.6,57.3,1051917,476415,81.312,6.0074649096675837,402224,393781
2020,10,2020-10-01,DE,Delaware,31092,334093,57138,9.31,87534,9.6,57.3,1051917,476415,89.376,5.8471245055829746,342828,346259
2020,11,2020-11-01,DE,Delaware,28594,303525,57111,9.42,87534,9.6,57.3,1051917,476415,90.432,5.3146504176078164,334093,332659
2020,12,2020-12-01,DE,Delaware,31229,333250,57167,9.37,87534,9.6,57.3,1051917,476415,89.952,5.8294120733989889,303525,372358
2021,1,2021-01-01,DE,Delaware,29746,330449,57364,9,87534,9.6,57.3,1051917,476415,86.4,5.7605641168677219,333250,343610
2021,2,2021-02-01,DE,Delaware,30081,316870,57391,9.49,87534,9.6,57.3,1051917,476415,91.104,5.5212489763203290,330449,326871
2021,3,2021-03-01,DE,Delaware,30201,317518,57564,9.51,87534,9.6,57.3,1051917,476415,91.296,5.5159127232297964,316870,323502
2021,4,2021-04-01,DE,Delaware,27334,302118,57842,9.05,87534,9.6,57.3,1051917,476415,86.880,5.2231596417827876,317518,297131
2021,5,2021-05-01,DE,Delaware,31384,332095,58526,9.45,87534,9.6,57.3,1051917,476415,90.720,5.6743156887537163,302118,299571
2021,6,2021-06-01,DE,Delaware,37044,397593,58630,9.32,87534,9.6,57.3,1051917,476415,89.472,6.7813917789527546,332095,360618
2021,7,2021-07-01,DE,Delaware,38222,413622,58722,9.24,87534,9.6,57.3,1051917,476415,88.704,7.0437314805354041,397593,415273
2021,8,2021-08-01,DE,Delaware,40049,426790,58792,9.38,87534,9.6,57.3,1051917,476415,90.048,7.2593209960538849,413622,402224
2021,9,2021-09-01,DE,Delaware,35396,356893,58837,9.92,87534,9.6,57.3,1051917,476415,95.232,6.0657919336471948,426790,342828
2021,10,2021-10-01,DE,Delaware,31927,332951,58827,9.59,87534,9.6,57.3,1051917,476415,92.064,5.6598330698488789,356893,334093
2021,11,2021-11-01,DE,Delaware,33348,328587,58829,10.15,87534,9.6,57.3,1051917,476415,97.440,5.5854595522616397,332951,303525
2021,12,2021-12-01,DE,Delaware,33228,340778,58900,9.75,87534,9.6,57.3,1051917,476415,93.600,5.7857045840407470,328587,333250
2022,1,2022-01-01,DE,Delaware,37104,380873,58472,9.74,87534,9.6,57.3,1051917,476415,93.504,6.5137672732247914,340778,330449
2022,2,2022-02-01,DE,Delaware,34589,331249,58534,10.44,87534,9.6,57.3,1051917,476415,100.224,5.6590870263436635,380873,316870
2022,3,2022-03-01,DE,Delaware,34489,326303,58825,10.57,87534,9.6,57.3,1051917,476415,101.472,5.5470123246918827,331249,317518
2022,4,2022-04-01,DE,Delaware,29690,292642,59099,10.15,87534,9.6,57.3,1051917,476415,97.440,4.9517250714902113,326303,302118
2022,5,2022-05-01,DE,Delaware,37164,346259,59234,10.73,87534,9.6,57.3,1051917,476415,103.008,5.8456123172502279,292642,332095
2022,6,2022-06-01,DE,Delaware,40806,391032,59331,10.44,87534,9.6,57.3,1051917,476415,100.224,6.5906861505789554,346259,397593
2022,7,2022-07-01,DE,Delaware,48269,436222,59368,11.07,87534,9.6,57.3,1051917,476415,106.272,7.3477631047028702,391032,413622
2022,8,2022-08-01,DE,Delaware,48865,423171,59438,11.55,87534,9.6,57.3,1051917,476415,110.880,7.1195363235640499,436222,426790
2022,9,2022-09-01,DE,Delaware,41548,362051,59426,11.48,87534,9.6,57.3,1051917,476415,110.208,6.0924679433244708,423171,356893
2022,10,2022-10-01,DE,Delaware,39249,333398,59405,11.77,87534,9.6,57.3,1051917,476415,112.992,5.6122885279016918,362051,332951
2022,11,2022-11-01,DE,Delaware,36364,320098,59401,11.36,87534,9.6,57.3,1051917,476415,109.056,5.3887644989141597,333398,328587
2022,12,2022-12-01,DE,Delaware,43992,355507,59418,12.37,87534,9.6,57.3,1051917,476415,118.752,5.9831532532229291,320098,340778
2023,1,2023-01-01,DE,Delaware,39409,329006,59409,11.98,87534,9.6,57.3,1051917,476415,115.008,5.5379824605699473,355507,380873
2023,2,2023-02-01,DE,Delaware,36478,309578,59455,11.78,87534,9.6,57.3,1051917,476415,113.088,5.2069296106298882,329006,331249
2023,3,2023-03-01,DE,Delaware,41065,347992,59521,11.8,87534,9.6,57.3,1051917,476415,113.28,5.8465415567614791,309578,326303
2023,4,2023-04-01,DE,Delaware,34484,282813,59822,12.19,87534,9.6,57.3,1051917,476415,117.024,4.7275751395807562,347992,292642
2023,5,2023-05-01,DE,Delaware,34836,293346,59766,11.88,87534,9.6,57.3,1051917,476415,114.048,4.9082421443630158,282813,346259
2023,6,2023-06-01,DE,Delaware,47742,418941,59826,11.4,87534,9.6,57.3,1051917,476415,109.44,7.0026577073513188,293346,391032
2023,7,2023-07-01,DE,Delaware,47277,417192,59916,11.33,87534,9.6,57.3,1051917,476415,108.768,6.9629481273783297,418941,436222
2023,8,2023-08-01,DE,Delaware,48716,410276,60023,11.87,87534,9.6,57.3,1051917,476415,113.952,6.8353131299668460,417192,423171
2023,9,2023-09-01,DE,Delaware,42508,368173,60092,11.55,87534,9.6,57.3,1051917,476415,110.880,6.1268222059508753,410276,362051
2023,10,2023-10-01,DE,Delaware,40842,343818,60064,11.88,87534,9.6,57.3,1051917,476415,114.048,5.7241941928609483,368173,333398
2023,11,2023-11-01,DE,Delaware,36398,296927,60094,12.26,87534,9.6,57.3,1051917,476415,117.696,4.9410423669584318,343818,320098
2023,12,2023-12-01,DE,Delaware,40927,330440,60075,12.39,87534,9.6,57.3,1051917,476415,118.944,5.5004577611319184,296927,355507
2024,1,2024-01-01,DE,Delaware,40332,338792,60200,11.9,87534,9.6,57.3,1051917,476415,114.24,5.6277740863787375,330440,329006
2024,2,2024-02-01,DE,Delaware,37597,312583,60256,12.03,87534,9.6,57.3,1051917,476415,115.488,5.1875829792883696,338792,309578
2024,3,2024-03-01,DE,Delaware,41762,352860,60397,11.84,87534,9.6,57.3,1051917,476415,113.664,5.8423431627398712,312583,347992
2024,4,2024-04-01,DE,Delaware,37235,293809,60561,12.67,87534,9.6,57.3,1051917,476415,121.632,4.8514555572067832,352860,282813
2024,5,2024-05-01,DE,Delaware,39004,340792,60701,11.45,87534,9.6,57.3,1051917,476415,109.920,5.6142732409680236,293809,293346
2024,6,2024-06-01,DE,Delaware,49637,418095,60738,11.87,87534,9.6,57.3,1051917,476415,113.952,6.8835819421120221,340792,418941
2024,7,2024-07-01,DE,Delaware,51307,421071,60806,12.18,87534,9.6,57.3,1051917,476415,116.928,6.9248264973851265,418095,417192
2024,8,2024-08-01,DE,Delaware,50304,416745,60787,12.07,87534,9.6,57.3,1051917,476415,115.872,6.8558244361458865,421071,410276
2024,9,2024-09-01,DE,Delaware,44656,367648,60901,12.15,87534,9.6,57.3,1051917,476415,116.640,6.0368138454212575,416745,368173
2024,10,2024-10-01,DE,Delaware,41308,322360,60835,12.81,87534,9.6,57.3,1051917,476415,122.976,5.2989233171693926,367648,343818
2024,11,2024-11-01,DE,Delaware,37764,299576,60821,12.61,87534,9.6,57.3,1051917,476415,121.056,4.9255355880370267,322360,296927
2024,12,2024-12-01,DE,Delaware,51447,397890,60837,12.93,87534,9.6,57.3,1051917,476415,124.128,6.5402633265940135,299576,330440
2010,1,2010-01-01,FL,Florida,546714,7267285,1120333,7.52,77735,12,53.8,23372215,10629845,90.24,6.4867186809636064,,
2010,2,2010-02-01,FL,Florida,666077,6601391,1118657,10.09,77735,12,53.8,23372215,10629845,121.08,5.9011752485346268,7267285,
2010,3,2010-03-01,FL,Florida,649816,6396786,1125617,10.16,77735,12,53.8,23372215,10629845,121.92,5.6829152367101776,6601391,
2010,4,2010-04-01,FL,Florida,677954,6745092,1124492,10.05,77735,12,53.8,23372215,10629845,120.60,5.9983459197575439,6396786,
2010,5,2010-05-01,FL,Florida,750764,7550904,1123405,9.94,77735,12,53.8,23372215,10629845,119.28,6.7214441808608650,6745092,
